GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
107985184	NA	5.09e-01	0.793	-0.6597719	-0.5231367	11.5	LOC107985184	uncharacterized LOC107985184
100506343	NA	4.29e-01	0.927	0.7912647	0.7338394	10.46	INKA2-AS1	INKA2 antisense RNA 1
101928718	NA	5.85e-01	0.949	0.5462136	0.5184039	16.71	LOC101928718	uncharacterized LOC101928718
11218	NA	2.00e-01	0.405	1.2806211	0.5189298	79.41	DDX20	DEAD-box helicase 20
100874295	NA	9.88e-01	0.804	-0.0148374	-0.0119235	12.1	KCND3-IT1	KCND3 intronic transcript 1
643355	NA	1.27e-01	0.576	1.5254598	0.8779885	19.6	LINC01750	long intergenic non-protein coding RNA 1750
105378909	NA	6.94e-01	0.555	0.3935593	0.2183768	72.45	LINC02884	long intergenic non-protein coding RNA 2884
7482	NA	6.95e-01	0.33	0.3921274	0.1294237	123.73	WNT2B	Wnt family member 2B
54879	NA	9.06e-01	0.236	-0.1185673	-0.0279304	150.96	ST7L	suppression of tumorigenicity 7 like
4343	NA	3.75e-02	0.362	2.0803985	0.7522087	159.88	MOV10	Mov10 RISC complex RNA helicase
389	NA	6.80e-01	0.332	0.4128605	0.1371596	118.38	RHOC	ras homolog family member C
333926	NA	7.41e-01	0.816	-0.3310284	-0.270244	15.42	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
105378911	NA	6.69e-01	0.977	0.4280331	0.4179793	12.56	LOC105378911	uncharacterized LOC105378911
100506392	NA	7.17e-01	0.494	0.3631278	0.1794351	22.9	SLC16A1-AS1	SLC16A1 antisense RNA 1
107985189	NA	9.00e-02	0.364	1.6954628	0.6179868	39.93	LOC107985189	uncharacterized LOC107985189
100996251	NA	3.38e-02	0.454	2.1226338	0.9631405	45.85	LRIG2-DT	LRIG2 divergent transcript
10745	NA	8.40e-01	0.386	-0.2017694	-0.0778223	168.68	PHTF1	putative homeodomain transcription factor 1
100287722	NA	3.27e-01	0.563	0.9793792	0.5513874	20.83	AP4B1-AS1	AP4B1 antisense RNA 1
26191	NA	5.63e-01	0.695	0.5783215	0.40197	26.78	PTPN22	protein tyrosine phosphatase non-receptor type 22
10717	NA	4.48e-01	0.341	0.7586515	0.258495	75.13	AP4B1	adaptor related protein complex 4 subunit beta 1
64858	NA	7.00e-01	0.43	-0.3857036	-0.1658754	43.43	DCLRE1B	DNA cross-link repair 1B
101928846	NA	4.37e-01	0.829	0.7767543	0.6438396	14.23	HIPK1-AS1	HIPK1 antisense RNA 1
56944	NA	9.91e-01	0.546	0.0111524	0.0060926	26.41	OLFML3	olfactomedin like 3
148281	NA	1.34e-01	0.58	-1.5001075	-0.8702192	52.41	SYT6	synaptotagmin 6
10286	NA	9.64e-01	0.51	0.0446714	0.0227741	84.23	BCAS2	BCAS2 pre-mRNA processing factor
163259	NA	6.40e-01	0.566	-0.4673028	-0.2646279	36.48	DENND2C	DENN domain containing 2C
4893	NA	9.62e-01	0.366	-0.0478376	-0.0175037	144.28	NRAS	NRAS proto-oncogene, GTPase
80143	NA	4.80e-01	0.373	0.7062368	0.2637552	132.45	SIKE1	suppressor of IKBKE 1
10100	NA	6.65e-01	0.661	0.4335845	0.2864503	17.26	TSPAN2	tetraspanin 2
81839	NA	9.95e-01	0.606	-0.0057329	-0.0034724	41.23	VANGL1	VANGL planar cell polarity protein 1
845	NA	7.05e-01	0.962	-0.3786739	-0.3643097	15.44	CASQ2	calsequestrin 2
4808	NA	6.09e-01	0.768	0.5107905	0.392354	33.15	NHLH2	nescient helix-loop-helix 2
101928977	NA	3.42e-02	0.91	2.1175496	1.9278222	10.38	LOC101928977	uncharacterized LOC101928977
55356	NA	3.34e-01	0.414	-0.9666461	-0.4006153	182.4	SLC22A15	solute carrier family 22 member 15
126868	NA	8.51e-01	0.844	-0.187346	-0.1581043	16.25	MAB21L3	mab-21 like 3
107985190	NA	5.40e-01	1.231	0.6123187	0.753961	18.18	LINC01779	long intergenic non-protein coding RNA 1779
112268235	NA	6.44e-01	0.756	0.4615624	0.3491336	36.65	LOC112268235	uncharacterized LOC112268235
965	NA	6.77e-01	0.52	0.4170712	0.2167771	51.48	CD58	CD58 molecule
3321	NA	2.17e-01	0.389	1.2346389	0.4802932	94.93	IGSF3	immunoglobulin superfamily member 3
105378924	NA	6.04e-01	0.765	0.5179444	0.3964051	36.45	LOC105378924	uncharacterized LOC105378924
5738	NA	3.87e-01	0.335	0.865276	0.2895459	101.47	PTGFRN	prostaglandin F2 receptor inhibitor
9398	NA	3.83e-01	0.563	0.8722526	0.4914132	50.52	CD101	CD101 molecule
8458	NA	6.80e-01	0.331	-0.412606	-0.1363693	131.03	TTF2	transcription termination factor 2
80263	NA	4.10e-01	0.489	-0.8230435	-0.4027151	65.51	TRIM45	tripartite motif containing 45
54855	NA	9.74e-01	0.745	-0.0327797	-0.0244328	23.25	TENT5C	terminal nucleotidyltransferase 5C
10885	NA	9.42e-01	0.305	0.0724879	0.0221134	101.24	WDR3	WD repeat domain 3
200162	NA	5.79e-01	0.57	0.5545614	0.3159361	63.03	SPAG17	sperm associated antigen 17
6913	NA	9.49e-01	0.796	-0.0639524	-0.0509232	21.12	TBX15	T-box transcription factor 15
10352	NA	4.49e-01	0.493	0.7568562	0.3727552	40.64	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
101929147	NA	4.18e-01	0.344	0.8094692	0.2786546	51.67	WARS2-AS1	WARS2 antisense RNA 1
51179	NA	7.55e-01	0.919	0.3116123	0.2864272	16.09	HAO2	hydroxyacid oxidase 2
3284	NA	5.14e-01	0.999	0.6519601	0.6510501	14.05	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
105378935	NA	5.88e-01	1.063	-0.5411184	-0.5753292	10.36	LOC105378935	uncharacterized LOC105378935
3283	NA	8.29e-01	0.805	0.2154392	0.1734939	15.17	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
128102	NA	7.56e-01	0.394	0.3105655	0.122304	174.47	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4
644242	NA	9.54e-01	0.6	-0.0575118	-0.0345043	32.85	LINC00622	long intergenic non-protein coding RNA 622
90874	NA	2.48e-01	0.316	1.1551499	0.3655804	112	ZNF697	zinc finger protein 697
26227	NA	2.40e-01	0.313	-1.1754984	-0.3678292	197.26	PHGDH	phosphoglycerate dehydrogenase
105378936	NA	7.84e-01	0.767	-0.2743394	-0.2103546	19.1	LOC105378936	replaced by ID 26227
107985522	NA	4.59e-01	0.463	0.7408153	0.3431756	30.02	LOC107985522	
105378954	NA	4.02e-01	0.596	-0.8373044	-0.4987859	31.33	LOC105378954	
767846	NA	4.61e-01	0.779	0.7379036	0.5751901	19.53	PFN1P2	profilin 1 pseudogene 2
107985524	NA	2.08e-01	0.348	1.259664	0.4380435	71.96	LOC107985524	uncharacterized LOC107985524
101929796	NA	6.68e-01	0.605	0.4288122	0.2595344	17.92	NOTCH2NLR	notch 2 N-terminal like R
728855	NA	9.22e-01	0.396	-0.0973754	-0.0385293	51.43	LINC00623	long intergenic non-protein coding RNA 623
105369199	NA	2.80e-01	0.566	-1.0809832	-0.612182	19.17	LOC105369199	NBPF member 6 pseudogene
106479023	NA	3.05e-01	0.424	-1.0260216	-0.4354602	25.47	H3P4	H3 histone pseudogene 4
2210	NA	8.80e-01	0.629	-0.1508178	-0.0949338	35.27	FCGR1BP	Fc gamma receptor Ib, pseudogene
100996318	NA	3.45e-01	0.746	0.9438197	0.7041943	19.3	LOC100996318	uncharacterized LOC100996318
337875	NA	1.35e-01	0.557	-1.4930674	-0.8311171	21.24	H2BP1	H2B histone pseudogene 1
107985193	NA	2.67e-01	0.367	1.1099197	0.4075032	106.33	LOC107985193	uncharacterized LOC107985193
100873165	NA	9.25e-01	0.438	-0.0937161	-0.0410936	31.4	SRGAP2-AS1	SRGAP2 antisense RNA 1
107985194	NA	8.09e-01	0.662	0.241755	0.1601209	28.38	LINC02798	long intergenic non-protein coding RNA 2798
647121	NA	2.49e-01	0.702	1.1524512	0.8087667	20.17	EMBP1	embigin pseudogene 1
107985200	NA	3.60e-01	0.492	-0.9149466	-0.4505258	17.67	LOC107985200	uncharacterized LOC107985200
107985201	NA	8.46e-01	0.602	-0.1947652	-0.1172478	19.28	LOC107985201	uncharacterized LOC107985201
26863	NA	8.24e-01	0.559	-0.2219712	-0.1240136	71.83	RNVU1-18	RNA, variant U1 small nuclear 18
105369140	NA	3.48e-01	0.634	-0.9377811	-0.5948835	19.66	LOC105369140	NBPF member 6 pseudogene
199882	NA	6.05e-01	0.926	-0.517219	-0.4788349	20.41	PDE4DIPP3	PDE4DIP pseudogene 3
338391	NA	4.08e-01	0.56	0.8272603	0.4636766	22.79	H2BP2	H2B histone pseudogene 2
100132417	NA	8.80e-01	0.809	0.1508316	0.1220159	22.55	FCGR1CP	Fc gamma receptor Ic, pseudogene
440686	NA	4.10e-01	0.468	0.8238083	0.3857722	27.84	H3-7	H3.7 histone (putative)
554282	NA	9.77e-01	0.912	-0.02841	-0.0259112	12.12	FAM72C	family with sequence similarity 72 member C
100996712	NA	5.78e-01	0.287	-0.5567556	-0.159769	140.67	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
100996732	NA	6.08e-01	0.398	-0.5125556	-0.2040356	47.61	LINC02802	long intergenic non-protein coding RNA 2802
101927333	NA	7.47e-01	0.721	-0.3228241	-0.2328487	14.5	CH17-125A10.2	extensin
284565	NA	9.28e-01	0.259	0.0908726	0.0234937	167.63	NBPF15	NBPF member 15
105371211	NA	5.38e-01	1.045	0.6157398	0.6435126	16.61	LOC105371211	uncharacterized LOC105371211
105379574	NA	5.65e-01	0.567	0.5751151	0.3262045	52.85	LOC105379574	uncharacterized LOC105379574
101929826	NA	8.50e-01	0.712	0.1893059	0.134814	19.08	LINC01632	long intergenic non-protein coding RNA 1632
645166	NA	5.57e-01	0.477	-0.5866387	-0.2798935	20.24	LSP1P5	LSP1 pseudogene 5
107985595	NA	8.42e-01	0.431	0.1997793	0.0861211	45.01	LOC107985595	uncharacterized LOC107985595
728833	NA	7.86e-01	0.783	0.2716477	0.2125649	18.36	FAM72D	family with sequence similarity 72 member D
101929805	NA	9.71e-01	0.659	0.0369105	0.0243117	42.95	LOC101929805	myomegalin-like
103091866	NA	4.63e-01	0.457	0.7338702	0.3356126	47.7	LINC01145	long intergenic non-protein coding RNA 1145
100996740	NA	4.79e-01	0.627	-0.7081832	-0.4440401	13	LOC100996740	uncharacterized LOC100996740
100288142	NA	6.77e-01	0.241	-0.41713	-0.1006987	128.59	NBPF20	NBPF member 20
105371312	NA	2.32e-01	0.425	1.1954082	0.508156	20.92	LOC105371312	uncharacterized LOC105371312
101929780	NA	4.86e-01	0.259	0.6962873	0.1800733	81.85	NBPF25P	NBPF member 25, pseudogene
653519	NA	6.91e-01	0.356	0.3979723	0.1417674	83.45	GPR89A	G protein-coupled receptor 89A
5174	NA	2.58e-01	0.409	1.1317216	0.4629503	40.81	PDZK1	PDZ domain containing 1
11126	NA	1.82e-01	0.561	1.3348897	0.7485233	23.66	CD160	CD160 molecule
10623	NA	6.01e-01	0.289	-0.5235471	-0.1512016	141.08	POLR3C	RNA polymerase III subunit C
200035	NA	5.68e-01	0.485	0.5704889	0.276599	28.31	NUDT17	nudix hydrolase 17
10401	NA	6.03e-01	0.253	0.5205294	0.1316238	97.94	PIAS3	protein inhibitor of activated STAT 3
148741	NA	4.39e-01	0.452	-0.773368	-0.3498901	42.87	ANKRD35	ankyrin repeat domain 35
8515	NA	4.46e-01	0.538	0.7620841	0.4098533	71.56	ITGA10	integrin subunit alpha 10
8799	NA	8.80e-01	0.317	-0.1510606	-0.0479154	77.77	PEX11B	peroxisomal biogenesis factor 11 beta
114814	NA	1.08e-02	0.372	-2.5494759	-0.9475565	36.39	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)
105371260	NA	1.33e-02	0.384	-2.4762161	-0.9511466	38.87	LIX1L-AS1	LIX1L antisense RNA 1
128077	NA	9.09e-01	0.275	0.1140081	0.0313579	101.63	LIX1L	limb and CNS expressed 1 like
84265	NA	6.60e-02	0.43	-1.8381461	-0.7910014	66.09	POLR3GL	RNA polymerase III subunit GL
284615	NA	7.87e-01	0.436	-0.2708008	-0.1180634	69.78	ANKRD34A	ankyrin repeat domain 34A
101928979	NA	9.12e-01	0.681	0.1102767	0.0751483	9.96	LINC01719	long intergenic non-protein coding RNA 1719
388677	NA	4.89e-01	0.371	0.6911811	0.2562129	152.12	NOTCH2NLA	notch 2 N-terminal like A
105371254	NA	5.05e-01	0.934	0.6665603	0.6225426	13.48	LOC105371254	uncharacterized LOC105371254
170688	NA	2.10e-01	0.407	1.2539399	0.5106453	113.22	NUDT4P2	nudix hydrolase 4 pseudogene 2
102724364	NA	8.82e-01	0.43	-0.1488696	-0.0639396	188.73	SEC22B4P	SEC22 homolog B4, pseudogene
107985591	NA	2.46e-01	0.738	1.159887	0.856538	22.93	LOC107985591	
728989	NA	9.07e-01	0.909	-0.116348	-0.1058171	11.87	LOC728989	phosphodiesterase 4D interacting protein pseudogene
5565	NA	1.68e-01	0.304	1.3801296	0.4193385	201.98	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
171423	NA	6.38e-01	0.355	-0.4706988	-0.1672864	69.3	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
2330	NA	4.57e-01	0.307	0.7431185	0.2279211	118.38	FMO5	flavin containing dimethylaniline monoxygenase 5
607	NA	6.92e-01	0.284	0.396273	0.1124823	164.98	BCL9	BCL9 transcription coactivator
51205	NA	1.28e-01	0.332	1.5212256	0.5049107	166.77	ACP6	acid phosphatase 6, lysophosphatidic
2702	NA	7.49e-01	1.032	0.3202987	0.3306447	26.62	GJA5	gap junction protein alpha 5
2703	NA	9.59e-01	1.779	0.0508233	0.0904055	17.68	GJA8	gap junction protein alpha 8
51463	NA	7.63e-01	0.302	0.3010748	0.090818	88.74	GPR89B	G protein-coupled receptor 89B
100034743	NA	2.04e-01	0.469	1.2690166	0.5957663	37.64	PDZK1P1	PDZ domain containing 1 pseudogene 1
105371228	NA	9.32e-01	0.769	-0.0857	-0.0658644	47.3	LINC02804	long intergenic non-protein coding RNA 2804
728920	NA	6.70e-01	0.543	0.4263843	0.2314693	25.51	PDE4DIPP1	PDE4DIP pseudogene 1
105371227	NA	9.63e-01	0.584	0.0469157	0.0273966	30.85	LOC105371227	uncharacterized LOC105371227
101927468	NA	3.76e-01	0.441	0.8843886	0.3900527	42.22	LOC101927468	uncharacterized LOC101927468
284561	NA	5.52e-01	0.777	-0.5945897	-0.4618139	31.77	LINC02806	long intergenic non-protein coding RNA 2806
100132057	NA	1.73e-01	0.418	1.3626793	0.5698156	61.8	PDE4DIPP6	PDE4DIP pseudogene 6
107985525	NA	1.96e-02	0.402	2.3333237	0.9377863	34.52	LOC107985525	replaced by ID 100132057
388685	NA	4.93e-01	0.354	0.6850088	0.2421689	82.1	LINC01138	long intergenic non-protein coding RNA 1138
105371224	NA	4.99e-02	0.297	1.9607075	0.5829766	200.15	LOC105371224	uncharacterized LOC105371224
440672	NA	1.87e-01	0.397	1.3196837	0.523606	126.87	NUDT4B	nudix hydrolase 4B
100996517	NA	7.63e-01	0.341	-0.3011227	-0.1025447	53.36	SEC22B3P	SEC22 homolog B3, pseudogene
112268272	NA	4.50e-01	0.369	-0.7551554	-0.2789634	173.07	LOC112268272	uncharacterized LOC112268272
400818	NA	7.29e-01	0.248	-0.3462053	-0.0859463	132.26	NBPF9	NBPF member 9
653513	NA	1.86e-01	0.353	-1.3229876	-0.4673865	200.69	LOC653513	phosphodiesterase 4D interacting protein-like
100996716	NA	7.51e-01	0.35	-0.3171805	-0.1108757	54.73	SEC22B2P	SEC22 homolog B2, pseudogene
100996717	NA	1.50e-01	0.336	1.4382689	0.4837902	191.65	NOTCH2NLC	notch 2 N-terminal like C
57234	NA	8.72e-02	0.298	-1.710216	-0.510215	130.69	LINC00869	long intergenic non-protein coding RNA 869
102723955	NA	4.89e-01	0.736	0.6920079	0.5090949	38.11	PDE4DIPP7	PDE4DIP pseudogene 7
105371406	NA	6.28e-01	1.175	0.4847152	0.5694106	9.27	LOC105371406	uncharacterized LOC105371406
2209	NA	2.85e-01	0.681	1.0695512	0.7287869	39.78	FCGR1A	Fc gamma receptor Ia
440689	NA	5.76e-01	0.439	-0.5598498	-0.2454954	61.4	H2BC18	H2B clustered histone 18
8370	NA	4.85e-01	0.488	-0.6978134	-0.3404811	26.52	H4C14	H4 clustered histone 14
8337	NA	7.95e-01	0.502	-0.2601381	-0.130523	34.99	H2AC18	H2A clustered histone 18
337873	NA	8.23e-01	0.769	0.2242022	0.1724986	8.33	H2BC20P	H2B clustered histone 20, pseudogene
723790	NA	8.71e-01	0.462	-0.1621994	-0.0750116	45.67	H2AC19	H2A clustered histone 19
112268238	NA	4.97e-01	0.405	0.6792355	0.2751027	40.42	LOC112268238	replaced by ID 554313
554313	NA	7.53e-01	0.484	-0.3145205	-0.1522365	24.47	H4C15	H4 clustered histone 15
8349	NA	2.84e-01	0.374	-1.0714015	-0.4010239	95.93	H2BC21	H2B clustered histone 21
8338	NA	4.44e-01	0.49	-0.7649471	-0.3748835	97.51	H2AC20	H2A clustered histone 20
317772	NA	1.20e-01	0.488	-1.5551527	-0.7595041	36.64	H2AC21	H2A clustered histone 21
51027	NA	2.66e-01	0.694	-1.1117875	-0.772132	22.04	BOLA1	bolA family member 1
10262	NA	8.58e-01	0.322	0.1786774	0.0576119	52.13	SF3B4	splicing factor 3b subunit 4
10903	NA	1.52e-01	0.328	1.431846	0.4693644	90.67	MTMR11	myotubularin related protein 11
105371427	NA	8.69e-01	0.759	-0.1649898	-0.1251633	12.21	LOC105371427	replaced by ID 56957
51177	NA	4.02e-01	0.329	-0.8375473	-0.2752419	117.25	PLEKHO1	pleckstrin homology domain containing O1
23632	NA	6.64e-01	0.549	-0.4337577	-0.2380105	44.53	CA14	carbonic anhydrase 14
51107	NA	3.41e-01	0.319	-0.9529847	-0.3041284	73.38	APH1A	aph-1 homolog A, gamma-secretase subunit
79630	NA	5.29e-01	0.679	0.629633	0.4276749	17.89	C1orf54	chromosome 1 open reading frame 54
148523	NA	9.93e-01	0.355	-0.0088213	-0.0031296	37.4	CIART	circadian associated repressor of transcription
54460	NA	7.20e-01	0.395	-0.3582924	-0.1416458	113.61	MRPS21	mitochondrial ribosomal protein S21
80222	NA	7.09e-01	0.353	0.3727927	0.131779	93.44	TARS2	threonyl-tRNA synthetase 2, mitochondrial
1893	NA	8.97e-01	0.511	0.1297669	0.0662541	44.87	ECM1	extracellular matrix protein 1
54507	NA	7.29e-01	0.58	0.3459762	0.2006079	47.84	ADAMTSL4	ADAMTS like 4
574406	NA	9.78e-01	0.815	0.0275001	0.0224172	12.04	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
112268239	NA	3.55e-01	0.961	-0.9255693	-0.889914	8.86	LOC112268239	uncharacterized LOC112268239
55204	NA	2.26e-01	0.443	1.21029	0.5362145	89.82	GOLPH3L	golgi phosphoprotein 3 like
1520	NA	5.75e-01	0.488	-0.5600142	-0.2732179	93.64	CTSS	cathepsin S
1513	NA	9.54e-01	0.559	-0.057161	-0.0319773	29.07	CTSK	cathepsin K
29956	NA	3.07e-01	0.278	-1.0217688	-0.283704	158.44	CERS2	ceramide synthase 2
8416	NA	9.74e-01	0.538	0.0323176	0.0173941	39.75	ANXA9	annexin A9
55793	NA	6.83e-01	0.42	-0.4082893	-0.1713826	146.38	MINDY1	MINDY lysine 48 deubiquitinase 1
58497	NA	9.26e-01	0.293	0.0927631	0.0271892	77.43	PRUNE1	prune exopolyphosphatase 1
149428	NA	4.51e-01	1.089	0.7545143	0.8216862	18.15	BNIPL	BCL2 interacting protein like
54964	NA	9.63e-01	0.63	0.0466253	0.02936	22.75	C1orf56	chromosome 1 open reading frame 56
56882	NA	5.83e-01	0.322	0.5484788	0.1767523	205.16	CDC42SE1	CDC42 small effector 1
126626	NA	4.63e-01	0.266	-0.7332875	-0.1951856	205.44	GABPB2	GA binding protein transcription factor subunit beta 2
10500	NA	8.33e-01	0.463	0.2108878	0.0975785	86.81	SEMA6C	semaphorin 6C
388695	NA	9.99e-01	0.38	-0.0018482	-0.0007031	59.13	LYSMD1	LysM domain containing 1
100534012	NA	4.24e-01	0.55	-0.798993	-0.4396044	19.27	TNFAIP8L2-SCNM1	TNFAIP8L2-SCNM1 readthrough
79626	NA	7.92e-01	0.778	-0.2632155	-0.2048756	12.68	TNFAIP8L2	TNF alpha induced protein 8 like 2
79005	NA	2.00e-01	0.505	-1.2810263	-0.6475151	18.95	SCNM1	sodium channel modifier 1
6944	NA	4.28e-01	0.345	-0.7923192	-0.2730058	83	VPS72	vacuolar protein sorting 72 homolog
57592	NA	6.50e-01	0.314	0.4534829	0.1423458	99.77	ZNF687	zinc finger protein 687
5993	NA	3.08e-01	0.273	-1.018619	-0.2778819	141.94	RFX5	regulatory factor X5
8991	NA	5.12e-01	0.344	-0.6564049	-0.225534	67.24	SELENBP1	selenium binding protein 1
5692	NA	4.69e-01	0.386	-0.7243979	-0.2793409	114.54	PSMB4	proteasome 20S subunit beta 4
57530	NA	3.15e-01	0.494	-1.0051482	-0.4963639	80.5	CGN	cingulin
7286	NA	8.15e-01	0.461	-0.2336704	-0.1077017	44.27	TUFT1	tuftelin 1
284485	NA	9.80e-01	0.903	-0.0250111	-0.0225844	12.47	RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1
65005	NA	6.11e-01	0.426	-0.5090219	-0.2167686	45.45	MRPL9	mitochondrial ribosomal protein L9
51686	NA	7.08e-01	0.708	0.3745386	0.2653427	16.62	OAZ3	ornithine decarboxylase antizyme 3
11022	NA	9.58e-01	0.274	-0.0530804	-0.0145222	94.88	TDRKH	tudor and KH domain containing
109729141	NA	4.60e-01	0.783	0.7385012	0.5784372	14.61	TDRKH-AS1	TDRKH antisense RNA 1
6097	NA	8.47e-01	1.105	0.1930723	0.2133125	25.17	RORC	RAR related orphan receptor C
100191040	NA	6.86e-01	0.809	-0.4043019	-0.3269985	16.88	C2CD4D	C2 calcium dependent domain containing 4D
100132111	NA	7.62e-01	0.515	-0.3031994	-0.1560648	36.87	C2CD4D-AS1	C2CD4D and THEM5 antisense RNA 1
284486	NA	9.57e-01	0.708	-0.0538068	-0.0381075	18.28	THEM5	thioesterase superfamily member 5
117145	NA	9.86e-01	0.365	0.0175401	0.006396	65.23	THEM4	thioesterase superfamily member 4
6281	NA	3.26e-01	0.582	0.9818984	0.5714129	43.58	S100A10	S100 calcium binding protein A10
6282	NA	8.39e-01	0.654	0.2034244	0.1330835	41.63	S100A11	S100 calcium binding protein A11
7062	NA	4.88e-01	0.749	-0.6929613	-0.5189047	46.44	TCHH	trichohyalin
112268240	NA	9.71e-01	0.886	-0.036681	-0.0324836	13.83	CCDST	cervical cancer associated DHX9 suppressive transcript
388697	NA	2.09e-01	0.358	-1.2556757	-0.4491823	171.07	HRNR	hornerin
2312	NA	7.95e-01	0.539	-0.2602967	-0.1402537	97.72	FLG	filaggrin
339400	NA	8.44e-01	0.608	-0.1961668	-0.1192817	27.81	FLG-AS1	FLG antisense RNA 1
388698	NA	7.36e-01	0.858	-0.3370828	-0.2892917	29.62	FLG2	filaggrin 2
6280	NA	2.51e-01	0.868	1.1474639	0.9963081	22.15	S100A9	S100 calcium binding protein A9
6277	NA	5.51e-01	0.349	0.5966813	0.2079518	175.63	S100A6	S100 calcium binding protein A6
6276	NA	9.22e-01	1.169	0.0985383	0.1151808	14.06	S100A5	S100 calcium binding protein A5
6275	NA	9.60e-01	0.924	0.050657	0.0468143	12.66	S100A4	S100 calcium binding protein A4
140576	NA	8.53e-01	0.35	-0.1852091	-0.0648898	90.11	S100A16	S100 calcium binding protein A16
6271	NA	2.42e-03	0.257	-3.0325511	-0.779351	179.69	S100A1	S100 calcium binding protein A1
26097	NA	8.20e-02	0.318	-1.7392757	-0.5524596	138.29	CHTOP	chromatin target of PRMT1
23557	NA	2.56e-01	0.362	1.1367752	0.4110042	40.94	SNAPIN	SNAP associated protein
3608	NA	6.95e-01	0.373	-0.391482	-0.1461528	156.09	ILF2	interleukin enhancer binding factor 2
4881	NA	7.09e-01	0.939	-0.3726935	-0.3498691	29.23	NPR1	natriuretic peptide receptor 1
11000	NA	6.53e-01	0.616	-0.4502363	-0.2774703	38.05	SLC27A3	solute carrier family 27 member 3
101928059	NA	5.02e-01	0.567	-0.6711963	-0.3807883	13.08	LOC101928059	uncharacterized LOC101928059
200186	NA	9.67e-01	0.359	-0.0417709	-0.0150044	82.88	CRTC2	CREB regulated transcription coactivator 2
27173	NA	4.34e-01	0.292	0.7818873	0.2284643	62.95	SLC39A1	solute carrier family 39 member 1
148327	NA	5.53e-01	0.678	0.5935598	0.40237	24.16	CREB3L4	cAMP responsive element binding protein 3 like 4
10899	NA	7.31e-01	0.337	0.3431597	0.115584	90.92	JTB	jumping translocation breakpoint
5872	NA	3.30e-01	0.41	-0.9731645	-0.399482	71.39	RAB13	RAB13, member RAS oncogene family
91181	NA	3.51e-01	0.496	0.9322297	0.4628198	64.03	NUP210L	nucleoporin 210 like
10456	NA	7.56e-01	0.381	0.3106019	0.1184533	75.28	HAX1	HCLS1 associated protein X-1
89872	NA	9.00e-01	1.139	-0.1259145	-0.1434616	14.07	AQP10	aquaporin 10
57198	NA	6.59e-01	0.317	0.440753	0.139703	208.68	ATP8B2	ATPase phospholipid transporting 8B2
101928101	NA	8.56e-01	1.178	-0.1812657	-0.2134568	10.39	IL6R-AS1	IL6R antisense RNA 1
3570	NA	1.60e-01	0.379	1.4049294	0.5326608	75.8	IL6R	interleukin 6 receptor
126669	NA	9.96e-02	0.409	1.6468144	0.6740587	117.97	SHE	Src homology 2 domain containing E
126668	NA	7.10e-01	0.932	0.3719897	0.3466519	27.94	TDRD10	tudor domain containing 10
55585	NA	8.26e-01	0.252	0.2195773	0.055395	172.77	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
100874097	NA	8.14e-01	0.446	-0.2347947	-0.1046178	31.87	UBE2Q1-AS1	UBE2Q1 antisense RNA 1
10654	NA	4.19e-01	0.275	-0.8084049	-0.222548	69.69	PMVK	phosphomevalonate kinase
